,total_tweets,avg_tweet_length,avg_sentiment,activity_duration,degree,rumor_ratio,events,neighbors,rumor_tweets,non_rumor_tweets,total_tweets
254873869,18,98.5,-0.24190927876366508,12670484.0,102,0.2222222222222222,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""27966935"", ""1884326047"", ""246427738"", ""22424311"", ""728542435"", ""370274402"", ""52151517"", ""776413867"", ""19331819"", ""1126373551"", ""455639423"", ""101290258"", ""635426196"", ""481627671"", ""344387373"", ""508947078"", ""254873869"", ""296313827"", ""28557245"", ""228332540"", ""134617566"", ""1047537240"", ""443573208"", ""268662889"", ""226440623"", ""635338460"", ""177661775"", ""18945071"", ""135721233"", ""607656892"", ""73774016"", ""2537547075"", ""30489994"", ""1948147716"", ""64050202"", ""37002670"", ""73431630"", ""183474140"", ""873682453"", ""330116504"", ""38975663"", ""414869332"", ""16706677"", ""405023264"", ""20269240"", ""115912596"", ""2530186452"", ""630844174"", ""238542924"", ""16261116"", ""64689870"", ""2308059967"", ""354347089"", ""565936487"", ""2527213992"", ""48883571"", ""269016791"", ""546247827"", ""2288746260"", ""265660148"", ""758063641"", ""2604020096"", ""50221275"", ""48640401"", ""2462584339"", ""500868136"", ""2927507078"", ""467207917"", ""140315951"", ""64995587"", ""763723500"", ""518266498"", ""27482327"", ""75125737"", ""220812123"", ""878655300"", ""1492456590"", ""274132729"", ""41327145"", ""42791906"", ""546170976"", ""2225018173"", ""1913055090"", ""184570425"", ""269983326"", ""207548791"", ""26960113"", ""65874258"", ""71500077"", ""602767623"", ""167770844"", ""1374510187"", ""10482452"", ""47694347"", ""12531062"", ""56955600"", ""21479865"", ""244200716"", ""263691341"", ""28314327"", ""1421542783"", ""118613799""]",4,14,18
140980387,3,135.33333333333334,-0.7159423828125,2030403.0,2,1.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""2799960092"", ""5402612""]",3,0,3
368224044,5,86.6,-0.48051656484603883,5614643.0,3,0.8,"[""charliehebdo-all-rnr-threads"", ""putinmissing-all-rnr-threads""]","[""833057665"", ""793879086"", ""5402612""]",4,1,5
392958028,11,70.72727272727273,-0.19378464330326428,6793578.0,3,0.18181818181818182,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""407779393"", ""64643056"", ""5402612""]",2,9,11
2690842873,11,115.18181818181819,-0.5012165741486982,6575600.0,5,0.8181818181818182,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""14173315"", ""868112707"", ""51241574"", ""380648579"", ""1367531""]",9,2,11
388156578,5,92.8,-0.5492361426353455,1992068.0,2,0.2,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""87416722"", ""58467371""]",1,4,5
23231169,3,100.0,-0.2594388922055562,2148416.0,1,1.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""87416722""]",3,0,3
16343974,35,121.51428571428572,-0.2977531620434352,13182841.0,377,0.37142857142857144,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""60003258"", ""18565227"", ""2753139956"", ""598505996"", ""178330167"", ""1503342588"", ""2601925231"", ""853684008"", ""51524529"", ""2814530771"", ""441206039"", ""38551917"", ""2818634945"", ""94489129"", ""160327704"", ""384578824"", ""147181485"", ""564810855"", ""2755751021"", ""17408916"", ""37181214"", ""26994823"", ""388768535"", ""310150964"", ""49243929"", ""1570357327"", ""2966748485"", ""72227386"", ""183994113"", ""290790829"", ""21027167"", ""2683311420"", ""535811330"", ""821017873"", ""77025731"", ""508166970"", ""258991152"", ""2167816718"", ""78008029"", ""413649532"", ""2933943867"", ""2845925284"", ""193963770"", ""2584501496"", ""983701297"", ""361247001"", ""68772425"", ""153132339"", ""20133043"", ""279157541"", ""2922814893"", ""62155958"", ""2649991"", ""45307981"", ""303647815"", ""2843667729"", ""1130186383"", ""594976909"", ""25687273"", ""24417223"", ""47617232"", ""24136030"", ""784740127"", ""30827048"", ""2813305829"", ""2372775392"", ""2480055302"", ""334282215"", ""2626274968"", ""2888198099"", ""1851815635"", ""318044919"", ""16355445"", ""168815068"", ""52378463"", ""16925977"", ""27618518"", ""499756092"", ""113087476"", ""193397506"", ""1569448915"", ""966916507"", ""25341775"", ""17918114"", ""24923175"", ""180961394"", ""361725993"", ""1020681224"", ""1560951926"", ""130440304"", ""2828640809"", ""390421144"", ""562398035"", ""709077126"", ""1350371712"", ""2329541547"", ""88851341"", ""2654308451"", ""305572105"", ""2182624271"", ""83032558"", ""302590040"", ""584553605"", ""72588786"", ""123622674"", ""2533214386"", ""242738826"", ""1342067257"", ""445791130"", ""39646031"", ""551551599"", ""219467652"", ""2782303899"", ""40043449"", ""178359421"", ""195036383"", ""2869411497"", ""2457522827"", ""49383029"", ""2828200743"", ""338773489"", ""2326962189"", ""274187885"", ""25206663"", ""1862151403"", ""2587069633"", ""244032537"", ""286888215"", ""2720"", ""383906888"", ""2826421512"", ""1012085413"", ""65836867"", ""27180727"", ""283278170"", ""1435073588"", ""413799328"", ""300136686"", ""496762984"", ""416844269"", ""1941279354"", ""285706984"", ""2354583918"", ""19933791"", ""216582313"", ""97519068"", ""101791724"", ""953169685"", ""84292870"", ""76872101"", ""2175003230"", ""21794030"", ""547137296"", ""381212910"", ""481287686"", ""708427715"", ""223382695"", ""2203942282"", ""383453520"", ""1495284030"", ""125025920"", ""15427912"", ""9620482"", ""400849604"", ""2834418663"", ""319778079"", ""2374254228"", ""2471529011"", ""142838995"", ""223183551"", ""2771542204"", ""181380156"", ""458198372"", ""436263442"", ""25852384"", ""87081989"", ""1728874453"", ""2196140943"", ""277678549"", ""1397423635"", ""2458711182"", ""53523272"", ""17453775"", ""454158455"", ""2863817435"", ""543362261"", ""372464674"", ""2967147467"", ""17626165"", ""1729218318"", ""189118361"", ""2883877395"", ""68295834"", ""251533493"", ""1142891780"", ""19666838"", ""2864105789"", ""283575621"", ""1454249192"", ""1097630209"", ""17163691"", ""326873211"", ""37963405"", ""443899044"", ""1177491776"", ""2759203588"", ""2734291692"", ""19378696"", ""466465895"", ""2838141435"", ""30233384"", ""121711323"", ""2855561001"", ""105497418"", ""383506589"", ""361062854"", ""1198971475"", ""35889272"", ""286074326"", ""2875761863"", ""146794529"", ""319928236"", ""508020749"", ""811455733"", ""443945199"", ""574031250"", ""223911503"", ""2427186176"", ""564805917"", ""59729567"", ""287217860"", ""66592224"", ""212992600"", ""997345080"", ""1857091140"", ""405194953"", ""430101218"", ""76301615"", ""82054005"", ""372540460"", ""182006778"", ""102238015"", ""2728348725"", ""562236448"", ""59505872"", ""19592715"", ""398974774"", ""54172127"", ""2770006658"", ""487876567"", ""35051304"", ""108003115"", ""1479983648"", ""2646413934"", ""249869615"", ""217330049"", ""21572910"", ""546381549"", ""1145837502"", ""341089607"", ""405174559"", ""2370908751"", ""14473462"", ""178731620"", ""14070460"", ""2661038208"", ""219290582"", ""1321255268"", ""237674151"", ""630458713"", ""2605661089"", ""1267260163"", ""101445204"", ""379773568"", ""225072304"", ""476764926"", ""49324978"", ""36972878"", ""104114005"", ""15064815"", ""1637725969"", ""221711007"", ""22159006"", ""80651142"", ""195287600"", ""86683590"", ""235887538"", ""264125211"", ""2153574327"", ""1080276308"", ""416316757"", ""2940238558"", ""2441634745"", ""357081216"", ""15421689"", ""2484304264"", ""29784999"", ""270328651"", ""1348798826"", ""2541012268"", ""2500602652"", ""262878521"", ""1412522216"", ""351889336"", ""29588794"", ""285269771"", ""240786249"", ""55831225"", ""2459278543"", ""620979076"", ""394614759"", ""25472797"", ""21181417"", ""20301504"", ""330990433"", ""573773030"", ""224564319"", ""2902739806"", ""50092621"", ""2269619268"", ""2612152058"", ""885667550"", ""274017531"", ""562395756"", ""520401044"", ""393136967"", ""1854935118"", ""1657588597"", ""182438955"", ""2757723933"", ""2748656645"", ""2882796675"", ""1064312154"", ""160346049"", ""61548337"", ""150650920"", ""97863902"", ""2641657869"", ""458500208"", ""41930798"", ""16132734"", ""2354402125"", ""17614860"", ""587004727"", ""54727574"", ""1196986207"", ""585767199"", ""975212808"", ""280915300"", ""72383461"", ""2487719486"", ""39287768"", ""28971043"", ""823115"", ""1523383896"", ""113806395"", ""2962064392"", ""335058231"", ""1309728793"", ""562295945"", ""1660185151"", ""1866480170"", ""178888741"", ""2900148061"", ""1673784182"", ""139659437"", ""252728132"", ""23110102"", ""2885348567"", ""19018483"", ""2837858684"", ""571241678"", ""51109281"", ""2774516734"", ""864927037"", ""359125133"", ""42971403""]",13,22,35
383506589,2,140.0,-0.6908586621284485,1978969.0,2,1.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""20639175"", ""16343974""]",2,0,2
1038235795,27,48.629629629629626,-0.21812388190516718,6754974.0,14,0.37037037037037035,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""21744712"", ""21749564"", ""15348883"", ""18101696"", ""25777812"", ""16834659"", ""3108351"", ""37881687"", ""64643056"", ""255753616"", ""22443725"", ""239964092"", ""258627226"", ""5402612""]",10,17,27
17316885,4,116.5,-0.10886210203170776,12509930.0,8,0.25,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""2874817799"", ""18963809"", ""490810700"", ""1994321"", ""15319103"", ""76755707"", ""590056506"", ""80130467""]",1,3,4
160547588,5,127.2,-0.25833491086959837,2210933.0,5,0.6,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""2434191967"", ""17152053"", ""1994321"", ""7587032"", ""428333""]",3,2,5
30657692,4,112.75,-0.5503308475017548,2009828.0,4,0.25,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""162304163"", ""55911799"", ""17537467"", ""7587032""]",1,3,4
72588786,16,101.875,-0.14314990118145943,13207283.0,14,0.5625,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""putinmissing-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""122650202"", ""16973333"", ""868112707"", ""7587032"", ""2280470022"", ""380648579"", ""288755234"", ""87416722"", ""29465136"", ""25516222"", ""292777349"", ""9651232"", ""16343974"", ""283640557""]",9,7,16
364538685,2,38.5,0.07455527782440186,2006806.0,2,1.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""283640557"", ""954124423""]",2,0,2
2097571,50,130.24000000000004,-0.45597649693489073,19353763.0,533,0.44,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""24705078"", ""33857678"", ""99565215"", ""2226887111"", ""268866184"", ""1571338244"", ""1503342588"", ""2377159461"", ""1007221920"", ""39432465"", ""106326344"", ""2876345884"", ""259430544"", ""74477395"", ""1407027576"", ""2493142851"", ""563642632"", ""97639418"", ""58202652"", ""221985881"", ""139156158"", ""1885859976"", ""450991824"", ""2408660523"", ""140058214"", ""81216823"", ""2582649564"", ""147844528"", ""451980711"", ""313049114"", ""309401664"", ""2438901478"", ""2465122356"", ""27542588"", ""19329457"", ""834358303"", ""1676408161"", ""32829581"", ""16574787"", ""2208746299"", ""3068564240"", ""882053083"", ""2580641739"", ""2847087043"", ""2596628207"", ""712468253"", ""1932452484"", ""111268212"", ""21878262"", ""322434618"", ""570620958"", ""92940347"", ""1373637078"", ""2527375494"", ""2582427774"", ""2344304872"", ""2946026969"", ""45556215"", ""2840527639"", ""560501622"", ""356235103"", ""929662333"", ""495026442"", ""379137307"", ""103720918"", ""2815093989"", ""999806958"", ""90888044"", ""81032062"", ""337063382"", ""2607703608"", ""100690218"", ""15740357"", ""1371896744"", ""914056153"", ""2922814893"", ""62155958"", ""188289139"", ""1349360444"", ""59418279"", ""2962357869"", ""985580779"", ""2786765641"", ""2862936518"", ""747239540"", ""29769901"", ""479603297"", ""7137132"", ""92602577"", ""2155433046"", ""238031910"", ""372095233"", ""445483825"", ""17228176"", ""938517404"", ""158261628"", ""196746305"", ""93000133"", ""2774862714"", ""2279551026"", ""2828201097"", ""2394746518"", ""2231713834"", ""54882415"", ""96966077"", ""302425104"", ""2687742156"", ""2945871636"", ""180808943"", ""113087476"", ""3005762823"", ""2841546336"", ""465515000"", ""2769965322"", ""1678514384"", ""484798027"", ""468588961"", ""2943136821"", ""2404454630"", ""16373544"", ""1328181356"", ""1020681224"", ""1036747494"", ""445362852"", ""2157633218"", ""139921744"", ""21060878"", ""219465181"", ""108658230"", ""1134734004"", ""22518101"", ""31478813"", ""2231330071"", ""2892230170"", ""1693369224"", ""403248070"", ""2550296946"", ""2891842919"", ""408930110"", ""313522982"", ""1277563380"", ""11462742"", ""50014086"", ""2785975828"", ""2572794365"", ""257175583"", ""2856401319"", ""42338948"", ""111660074"", ""85585318"", ""1471168098"", ""287936121"", ""868157413"", ""302498850"", ""1031944087"", ""130598585"", ""19360575"", ""105169556"", ""2921805299"", ""852641460"", ""192896660"", ""939765391"", ""2476021071"", ""36033359"", ""391220786"", ""1423233282"", ""51597693"", ""2935809620"", ""479062189"", ""10524562"", ""393650551"", ""2755587187"", ""195036383"", ""2231300988"", ""2536517684"", ""205701512"", ""2565324261"", ""123628014"", ""255719937"", ""2733119619"", ""922859155"", ""377585860"", ""184280521"", ""728693527"", ""179607304"", ""269121169"", ""178205810"", ""2253798422"", ""1289263508"", ""84115683"", ""169103291"", ""459799727"", ""14183408"", ""552117307"", ""2244290414"", ""15559808"", ""2941036010"", ""230401252"", ""2890148002"", ""867326186"", ""354917016"", ""2171201828"", ""393752367"", ""830239452"", ""243846988"", ""46486398"", ""376876087"", ""2283416288"", ""1098782046"", ""32713767"", ""233225182"", ""62422838"", ""1062791150"", ""386282837"", ""501715190"", ""227629701"", ""79652576"", ""2898545532"", ""367810627"", ""2406682561"", ""586306101"", ""2936694741"", ""2444982048"", ""271002405"", ""276489319"", ""2712645206"", ""79860805"", ""605401945"", ""2557039222"", ""2168899640"", ""3032779234"", ""16408867"", ""2945576798"", ""2608956567"", ""289732005"", ""128917051"", ""2996770959"", ""1949828624"", ""2954793446"", ""2097571"", ""246799077"", ""302970029"", ""2768705528"", ""223382695"", ""2953266849"", ""197489159"", ""1495284030"", ""29515703"", ""2788944340"", ""2474915411"", ""291648228"", ""353147411"", ""2952261055"", ""38597062"", ""469148643"", ""1687518794"", ""737695472"", ""2699389549"", ""2705441792"", ""97573405"", ""951820453"", ""295058041"", ""2349210331"", ""2780648743"", ""2393539874"", ""903061315"", ""2307632874"", ""34156896"", ""161063168"", ""2756896089"", ""33626482"", ""2415809562"", ""1857982483"", ""36621824"", ""2370914096"", ""1130962261"", ""82660556"", ""244316090"", ""102151924"", ""45184962"", ""1952614448"", ""17639973"", ""591948005"", ""454761493"", ""63208520"", ""2848372747"", ""81965147"", ""2790346046"", ""1177749511"", ""420086613"", ""2323317829"", ""176315353"", ""2400408805"", ""2685086010"", ""1329199266"", ""66252879"", ""2584589105"", ""1935743647"", ""1123137259"", ""548073137"", ""20275809"", ""2420804794"", ""1546510892"", ""2762702188"", ""1539357480"", ""160336748"", ""240006049"", ""161026267"", ""2598250667"", ""2545851438"", ""2782318842"", ""529206033"", ""2198241673"", ""43050075"", ""84269667"", ""249228197"", ""65607742"", ""308174015"", ""2862196608"", ""923278088"", ""1967437080"", ""1945500001"", ""34600532"", ""1267436599"", ""25430337"", ""324492900"", ""447809119"", ""1639395961"", ""971611794"", ""2940041869"", ""330585234"", ""2508418672"", ""973646372"", ""1669391844"", ""101703108"", ""2852446116"", ""325090620"", ""54024434"", ""36442545"", ""538601381"", ""213785395"", ""615574745"", ""1100855744"", ""414650783"", ""1372692300"", ""359881870"", ""847315447"", ""59379065"", ""2294804946"", ""139849976"", ""2438787890"", ""1030435626"", ""284725682"", ""2354247799"", ""517656712"", ""88953653"", ""356846852"", ""594089874"", ""277464708"", ""440188066"", ""1047382416"", ""19922927"", ""1518883244"", ""100687954"", ""1004906407"", ""34853885"", ""27292034"", ""2891832976"", ""516531920"", ""2869304847"", ""1948811262"", ""18975311"", ""458085775"", ""33332251"", ""424342342"", ""6975782"", ""2684746102"", ""211944197"", ""472400004"", ""2724171849"", ""28046447"", ""389730216"", ""2453850531"", ""2495801377"", ""2415037446"", ""1726410222"", ""1198580988"", ""222195944"", ""503203687"", ""28292289"", ""132613108"", ""115434601"", ""358265713"", ""489103197"", ""14608411"", ""2284066573"", ""89391855"", ""420108261"", ""2800687803"", ""339113547"", ""16186635"", ""2783024943"", ""254536058"", ""328212690"", ""11267182"", ""2163097605"", ""2917387871"", ""569525110"", ""1243916652"", ""308249265"", ""2930855725"", ""1849407440"", ""21899941"", ""231430900"", ""1637725969"", ""25782006"", ""27004448"", ""501877020"", ""49329424"", ""1961752514"", ""920700558"", ""2723735572"", ""1080276308"", ""970088376"", ""287818006"", ""2251173986"", ""29238700"", ""471635296"", ""1695502676"", ""67148793"", ""270689893"", ""2363961183"", ""126223865"", ""19508842"", ""2945865278"", ""860616002"", ""746980435"", ""63780158"", ""44839384"", ""1085149063"", ""2919525786"", ""1925315930"", ""338829489"", ""417437781"", ""21330040"", ""1348798826"", ""2421592508"", ""2579312316"", ""64993534"", ""1419552835"", ""579306145"", ""535793481"", ""149208338"", ""1234987687"", ""427682076"", ""2713629013"", ""317463226"", ""607656892"", ""370463360"", ""1390652294"", ""2965096007"", ""23764053"", ""2785148344"", ""2727678915"", ""2344267592"", ""57852436"", ""2789454962"", ""946599224"", ""2656024189"", ""2881719169"", ""28103908"", ""371971651"", ""598736463"", ""446724878"", ""127819588"", ""626748749"", ""460862690"", ""287183523"", ""30094661"", ""750796585"", ""336732239"", ""56777504"", ""2440172357"", ""2824442646"", ""192659906"", ""2699921479"", ""2902946913"", ""179294405"", ""187993452"", ""282915121"", ""372875229"", ""799153915"", ""44774795"", ""1919930370"", ""1398673123"", ""346257734"", ""41523333"", ""714819229"", ""245464012"", ""17682422"", ""1589789317"", ""33545031"", ""73836614"", ""31014905"", ""302946952"", ""326878755"", ""2970740644"", ""2853256766"", ""71989913"", ""1346712139"", ""394050907"", ""317279748"", ""179803139"", ""172772700"", ""2806168694"", ""15382667"", ""2617194469"", ""79802631"", ""38609923"", ""221373945"", ""245039108"", ""1910381048"", ""1062498002"", ""2296443458"", ""50306637"", ""206287437"", ""1042113978"", ""605265426"", ""43726554"", ""2870908575"", ""2744496728"", ""37191569"", ""18892635""]",22,28,50
468588961,6,22.666666666666668,-0.0655915339787801,6740632.0,3,0.6666666666666666,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""7744592"", ""2097571"", ""428333""]",4,2,6
15438913,30,118.9,-0.26234970092773435,6569338.0,291,0.43333333333333335,"[""charliehebdo-all-rnr-threads"", ""putinmissing-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""245051131"", ""244033117"", ""1879283827"", ""114036618"", ""466442413"", ""1126782312"", ""2149722708"", ""2901964056"", ""2208892653"", ""189812607"", ""2237207690"", ""624726246"", ""2832122225"", ""241703966"", ""411098670"", ""1369778664"", ""964093010"", ""858704280"", ""464857068"", ""2301041090"", ""890578536"", ""1530805111"", ""49715388"", ""241721501"", ""333550143"", ""122262732"", ""463308992"", ""1230871339"", ""2170209896"", ""1198993620"", ""18142983"", ""1503342588"", ""181409722"", ""862218259"", ""2744419190"", ""18945060"", ""2464329458"", ""2898115168"", ""2635923037"", ""481295316"", ""2323317829"", ""422643002"", ""475124503"", ""78898625"", ""1418680116"", ""120788445"", ""2827604185"", ""499094647"", ""2945865278"", ""843565644"", ""540266049"", ""486776302"", ""2659646245"", ""137873483"", ""17984709"", ""167336760"", ""66696272"", ""310721799"", ""2696720661"", ""44299861"", ""557074171"", ""96540459"", ""20883153"", ""492529570"", ""57023952"", ""151651683"", ""216271468"", ""926128567"", ""2586531863"", ""178359421"", ""967275854"", ""1177491776"", ""1348798826"", ""310016294"", ""459557733"", ""324908191"", ""1193329008"", ""221728295"", ""1851878028"", ""70593494"", ""2962013132"", ""1893016729"", ""1003989258"", ""303691467"", ""243507410"", ""45568891"", ""505309269"", ""355342984"", ""30985485"", ""95445890"", ""551234726"", ""861763958"", ""319820407"", ""278466175"", ""1078601755"", ""769455"", ""570620958"", ""1969905162"", ""949918554"", ""1022707310"", ""30719601"", ""2858679020"", ""27347119"", ""2933943867"", ""23183433"", ""454127373"", ""898193300"", ""88851341"", ""560501622"", ""438601264"", ""20751477"", ""2838188061"", ""2271884777"", ""42095566"", ""388662779"", ""160244947"", ""894474812"", ""2812269630"", ""628638850"", ""194224213"", ""2952726741"", ""279982529"", ""65695658"", ""978739476"", ""132577759"", ""564805917"", ""55986798"", ""1648509805"", ""279788564"", ""2918085713"", ""112900133"", ""1109159233"", ""2886586060"", ""2159049399"", ""106211842"", ""83304544"", ""16090877"", ""90826184"", ""2445635994"", ""187109275"", ""873482893"", ""44864397"", ""719478714"", ""1030435626"", ""26122639"", ""17427729"", ""2332152543"", ""558772900"", ""23444554"", ""2878242790"", ""2900321062"", ""2215736377"", ""1546021448"", ""537670884"", ""37759549"", ""19837212"", ""442984709"", ""42569338"", ""122623123"", ""69032114"", ""281519746"", ""2972998455"", ""2862224447"", ""69160166"", ""117510407"", ""183135872"", ""2292797061"", ""2238559117"", ""51596151"", ""263234033"", ""811974643"", ""2828024478"", ""33630394"", ""2290463507"", ""2888296032"", ""2704810752"", ""508214922"", ""202324598"", ""2602391361"", ""2714200546"", ""2464502209"", ""2399391152"", ""467798112"", ""138123910"", ""1657809344"", ""703699774"", ""33332251"", ""128917051"", ""899439308"", ""1223352072"", ""64483216"", ""1949828624"", ""1097602477"", ""538765846"", ""847661712"", ""2569242274"", ""161177856"", ""18107651"", ""858586638"", ""2308935212"", ""463757815"", ""262654469"", ""30829833"", ""21626816"", ""558525106"", ""2721020333"", ""2297390541"", ""2204086600"", ""158170143"", ""22490737"", ""67137306"", ""2386895221"", ""2937111401"", ""2964775983"", ""530803101"", ""2501482932"", ""1041888420"", ""195743045"", ""1109067727"", ""865596252"", ""1173578298"", ""302425104"", ""266547371"", ""1495284030"", ""341089607"", ""352477710"", ""234345503"", ""32847698"", ""332846692"", ""20005071"", ""467792402"", ""27297014"", ""295905326"", ""15924775"", ""232481166"", ""426704897"", ""1533076988"", ""394256715"", ""2494601448"", ""38670249"", ""21109189"", ""419446856"", ""16020483"", ""16573162"", ""2552698171"", ""180961394"", ""290326947"", ""542854170"", ""22582096"", ""2674792003"", ""365399601"", ""1927566248"", ""48684811"", ""124652308"", ""2780648743"", ""112978661"", ""1355670361"", ""258003948"", ""89562706"", ""409210532"", ""13335922"", ""29964202"", ""2308743201"", ""1134734004"", ""827352452"", ""2917954106"", ""153971897"", ""863472282"", ""1168398920"", ""2723447534"", ""2381958271"", ""117071172"", ""1662249475"", ""890094763"", ""484614247"", ""847642303"", ""2201812604"", ""2752067759"", ""19965226"", ""431699467"", ""23024399"", ""463100232"", ""466228100"", ""382390673"", ""2714517152"", ""509086412"", ""732786332"", ""1457533488"", ""494501255"", ""2884168344"", ""56263368""]",13,17,30
16573662,14,119.78571428571429,-0.16233129160744802,2216449.0,4,0.5714285714285714,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""2799960092"", ""64643056"", ""1994321"", ""5402612""]",8,6,14
248317578,6,121.0,-0.49049586057662964,6573500.0,3,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""2280470022"", ""380648579"", ""5402612""]",2,4,6
2273282888,54,115.85185185185185,-0.4496445931770183,6851857.0,15,0.8148148148148148,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""22129280"", ""16671007"", ""333205257"", ""20639175"", ""5402612"", ""16589206"", ""46078438"", ""1634077976"", ""6017542"", ""64643056"", ""16992416"", ""375721095"", ""1367531"", ""16834659"", ""2736449935""]",44,10,54
407279130,9,68.77777777777777,-0.0935900608698527,2021000.0,2,1.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""16031927"", ""5402612""]",9,0,9
2542439420,3,110.0,-0.577678898970286,7750104.0,3,0.6666666666666666,"[""charliehebdo-all-rnr-threads"", ""putinmissing-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""16710420"", ""711348452"", ""5402612""]",2,1,3
2851170553,32,121.96875000000003,-0.27593973465263844,2005367.0,5,0.15625,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""392317014"", ""147580943"", ""3108351"", ""6017542"", ""788524""]",5,27,32
1005257844,5,74.8,-0.17859721183776855,13220671.0,1,1.0,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""6017542""]",5,0,5
2896291439,3,134.0,-0.47251729170481366,2053880.0,3,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""612473"", ""130557513"", ""16567644""]",1,2,3
17984709,15,86.6,-0.3916627128918966,8595167.0,28,0.26666666666666666,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""2909294196"", ""2401156465"", ""180940997"", ""469485578"", ""472513258"", ""83391991"", ""12896172"", ""171802941"", ""711348452"", ""2900148061"", ""15438913"", ""52368836"", ""2843440568"", ""16372991"", ""153029181"", ""141424085"", ""62550901"", ""265645992"", ""17984709"", ""292777349"", ""54702689"", ""22993014"", ""339783846"", ""1627120838"", ""49038258"", ""1711450184"", ""2929175617"", ""25235151""]",4,11,15
564805917,4,100.75,-0.5324702262878418,2029614.0,3,0.75,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1960878613"", ""15438913"", ""16343974""]",3,1,4
56263368,5,94.6,-0.4566241502761841,2014477.0,2,0.2,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1960878613"", ""15438913""]",1,4,5
48684811,9,73.55555555555556,-0.40104060702853733,2190969.0,9,0.1111111111111111,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""16973333"", ""1662016292"", ""17537467"", ""22657914"", ""105173441"", ""15438913"", ""102420077"", ""16675569"", ""408200652""]",1,8,9
1134734004,9,56.333333333333336,-0.010599705908033583,8542585.0,8,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""342894187"", ""2097571"", ""20402945"", ""3108351"", ""15438913"", ""43182702"", ""16012783"", ""15513604""]",3,6,9
